team_number,name,nickname,location,website
247,Terminal Supply/General Motors/AMG Advanced Manufacturing Group/Production Tool Supply/DADARA/Autoliv &amp; Berkley High School &amp; Shrine Catholic High School &amp; Hazel Park,Da Bears,"Berkley, MI, USA",http://www.247dabears.com
248,,,"Philadelphia, PA, USA",None
249,DaimlerChrysler:  Mack Avenue Engine Plant/Jefferson North Assembly Plant &amp; Breithaupt Career and Technical Center,The Bulldogs,"Detroit, MI, USA",None
250,The Foundation for Engineering Education/GE Volunteers/Armory Automotive/AFE Industries, Inc/Center for Automation Technologies and Systems (CATS) at RPI/Metal Supermarkets &amp; Colonie Central High School,Dynamos,"Colonie, NY, USA",http://www.team250.org?ref=usfirst
252,None,None,"None",None
253,SMUHSD &amp; Mills High School,Mills Robotics Team,"Millbrae, CA, USA",http://millsrobotics.com
254,NASA Ames Research Center / Lockheed Martin / The Mercadante Family / Ooyala / Qualcomm / HP / West Coast Products / The Magarelli Family / The Yun Family / Modern Machine / The Gebhart Family / Aditazz / Vivid-Hosting / BAE Systems / Gilbert Spray Coat / Pacific Coast Metal / Polytec Products / S&amp;amp;S Welding / Good Plastics / Advanced Welding / The Jimenez Family &amp; Bellarmine College Preparatory,The Cheesy Poofs,"San Jose, CA, USA",http://www.team254.com
255,,,"San Jose, CA, USA",None
256,Google/Brin Wojcicki Foundation/Xilinx/Intuitive Surgical/Pat Coppe and Cathy Lynam-Rohrs realtors/Mike Sigman/AppDelegates/Willow Glen Foundation &amp; Willow Glen High School,Robo-Rams,"San Jose, CA, USA",http://www.wghsrobotics.webs.com
257,None,None,"None",None
258,Applied Materials/Evans Precision Machining, Inc. &amp; Lincoln High School,Sea Dawgs,"San Jose, CA, USA",http://www.seadawgs.com
259,Technology &amp; Engineering Academy,LABRATs,"Bell, CA, USA",http://www.bell.k12.ca.us/BellHS/default.html
260,,,"Los Angeles, CA, USA",None
261,,,"Los Angeles, CA, USA",None
263,RETLIF TESTING LABORATORIES/CHECK-MATE INDUSTRIES, INC./D&amp;amp;D DEVELOPMENT GROUP INC./AIRWELD/Sachem Central School District/Sachem Robotics Team 263 Booster Club &amp; Sachem,Sachem Aftershock,"Lake Ronkonkoma, NY, USA",http://www.team263.org
264,,,"MI, USA",None
265,Johnson and Johnson / Johnson Controls &amp; Lakeland Regional High School,Moderate Heat,"Wanaque, NJ, USA",None
266,None,None,"None",None
267,Motorola Inc./The R &amp; D Group, Inc./HPE Automation Corp. &amp; North Broward Preparatory School &amp; Coral Springs Christian Academy,Demolition Squad,"Parkland, FL, USA",http://www.team267.org/
268,,,"Philadelphia, PA, USA",None
269,GE Volunteers &amp; Oconomowoc High School,CooneyTech,"Oconomowoc, WI, USA",http://www.cooneyrobotics.com/
270,Deer Park High School &amp; Deer Park School District,Falcons,"Deer Park, NY, USA",http://www.wix.com/dphsfrc/team-270
271,Merit Electronic Design Co., Ltd./Biodex Medical Systems/D&#39;Addario/BAE Systems/Apple Appliance Repair inc./Verizon/Bay Shore Lions Club &amp; Bay Shore High School,Mechanical Marauders,"Bay Shore, NY, USA",http://www2.bayshoreschools.org/robotics/
272,Comcast/AimPoint Technologies/Lockheed Martin/ASI Technologies/Paratherm Corporation &amp; Lansdale Catholic High School,Cyber-Crusaders,"Lansdale, PA, USA",http://www.frc272.com/
274,Battelle/MBNA Foundation/Cleveland Punch &amp; Die/NASA Glenn &amp; Rhodes High School,Rhodes Maniacs,"Cleveland, OH, USA",http://jkoporc@neo.rr.com
276,Time Warner Cable/Brainard Rivet Company/Youngstown State University/Youngstown City Schools &amp; Chaney STEM and YEC Robotics,Madcows!,"Youngstown, OH, USA",http://frc276.enjin.com
277,None,None,"None",None
278,,,"Orlando, FL, USA",None
279,Dana Holding Corporation &amp; Toledo Technology Academy High School,Tech Fusion,"Maumee, OH, USA",http://www.techfusion-279.com
280,DENSO / Ford Motor Company / DADARA / MDE &amp; Taylor Career Center &amp; Kennedy H.S. &amp; Truman H.S.,TnT,"Taylor, MI, USA",http://www.tnt280.com
281,Michelin/Caterpillar/Greenville Technical College/Greenville County Schools/Baldor/Laserflex South &amp; Greenville Technical Charter High School,EnTech GreenVillains,"Greenville, SC, USA",http://www.entech281.com
282,,,"Winter Park, FL, USA",None
284,Elk Lake HS &amp; SCCTC,The Crew,"Dimock, PA, USA",http://www.lths.k12.pa.us/robotics/robothome.html
287,William Floyd HS,Floyd,"Mastic Beach, NY, USA",http://www.wfsd.k12.ny.us/robotics.asp
288,Grandville High School &amp; Grandville High School,The RoboDawgs,"Grandville, MI, USA",http://www.robodawgs.com
290,None,None,"None",None
291,GE Volunteers &amp; Erie School District,CIA - Creativity In Action,"Erie, PA, USA",http://www.team291.org
292,The Chrysler Foundation/The Delphi Foundation/AndyMark, Inc./Science Application International Corp./Foresite &amp; Western High School,PantherTech,"Russiaville, IN, USA",http://panthertech.western.k12.in.us/index.htm
293,Bristol-Myers Squibb/Smith Foundation/Hopewell Valley Education Foundation &amp; Hopewell Valley,Team S.P.I.K.E.,"Pennington, NJ, USA",http://spike293.weebly.com/
294,Northrop Grumman/The Boeing Company &amp; Redondo Union &amp; Mira Costa High School,Beach Cities Robotics,"Redondo Beach, CA, USA",http://www.bcrobotics.org
295,Granite Bay High School &amp; South Placer Area High Schools,Renevatio,"Granite Bay, CA, USA",http://www.spcrobotics.com
296,Arial Foundation/Bechtel &amp; Loyola High School,Northern Knights,"Montréal, QC, Canada",http://robotics.loyola.ca
298,,,"Pleasanton, CA, USA",None
300,West Philadelphia High School - Academy for Automotive and Mechanical Engineering,AAME,"Philadelphia, PA, USA",None
301,Ford Motor Company/m80.net/ArvinMeritor &amp; Dearborn High School &amp; Dearborn High School &amp; Dearborn High School,P.R.O.B.O.T.S.,"Dearborn, MI, USA",http://www.probots.org
302,GM Orion Assembly Center/The Chrysler Foundation/Delphi/BAE Systems/Inalfa Roof Systems &amp; Lake Orion High School,The Dragons,"Lake Orion, MI, USA",http://www.team302.org/
303,STS Tire &amp; Auto Centers / Johnson &amp; Johnson Healthcare Systems, Inc. / National Instruments / Microsoft / Rotor Clip Company, Inc. / IEEE / 303 RAMP &amp; Bridgewater-Raritan Regional High School,TEST Team 303,"Bridgewater, NJ, USA",http://team303.com/wordpress/
304,PECO/Lockheed Martin/The Rowland Company &amp; George Washington High School,GWHS Robo Griffins,"Philadelphia, PA, USA",http://www.team304.com
306,Al Xander Company, Inc/Corry Contract Inc/Corry Lumber Co./Corry Manufacturing Company/Corry Rubber Corporation/Great Lakes Manufacturing, Inc./Johnson Books &amp; Stuff/Rossbacher Insurance Service/Tonnard Mfg. Corp. &amp; Corry Area High School,CRT,"Corry, PA, USA",http://www.corryrobotics.com
308,Chrysler Foundation/Tecla Company, Inc./Erin Industries/Hitachi/TRW/Dedoes Industries &amp; Walled Lake Schools,The Monsters,"Walled Lake, MI, USA",http://www.monsters308.org
309,None,None,"None",None
311,FTK Foundation/Lockheed Martin/Sayville Ford &amp; East Islip High School,Red Jammers,"Islip Terrace, NY, USA",http://www.eischools.org/usfirst/index.html
312,Baxter Healthcare of Tampa Bay &amp; Lakewood High School,HeatWave,"St. Petersburg, FL, USA",http://heatwave.cat.pinellas.k12.fl.us
313,DADARA/The Environmental Quality Company/ITT Technical Institute/Double H Lawn Care/Contractors Steel Company/Wayne Industries/Rhino Steel Building Systems &amp; Wayne-Westland Schools,The Bionic Zebras,"Wayne, MI, USA",None
314,GM Manufacturing/A Frame Awards, Inc./Mid-Michigan Robotics Alliance &amp; Carman-Ainsworth High School,The Megatron Oracles,"Flint, MI, USA",http://www.bigmo314.com
315,None,None,"None",None
316,DuPont / Public Service Electric &amp; Gas / The Boeing Company / Salem County Community College / South Jersey Robotics, Inc &amp; Salem, Gloucester &amp; Cumberland County High Schools,LuNaTeCs,"Carneys Point, NJ, USA",http://www.lunatecs316.org
317,,,"Fort Worth, TX, USA",None
319,Symbotic / Liberty Machine / Mr. and Mrs. Chagnon / JOBEAN Technical Solutions &amp; Prospect Mountain High School,Big Bad Bob,"Alton, NH, USA",http://www.bobotics319.com
321,Associated Alumni of Central High School / McKean Defense / Comcast / Cognizant / PTC &amp; Central High School,RoboLancers,"Philadelphia, PA, USA",http://www.robolancers.com
322,General Motors / Mott Foundation / Flint Community Schools / Axalta &amp; Hamady High School &amp; Flint Northern Academy &amp; Flint Northwestern Academy &amp; Flint Southwestern Academy &amp; Mott Middle College,Team F.I.R.E.,"Flint, MI, USA",http://www.FIREteam322.org
326,General Motors Romulus Engine Plant/jcpenney &amp; Romulus Community Schools,Teamsuperpowermaticultramegasuperlativeawesometasticdelcioushowlingunieagles,"Romulus, MI, USA",http://www.RomulusRobotics.net
329,Motorola Foundation &amp; Patchogue-Medford High School,Raiders,"Medford, NY, USA",http://www.team329.com
330,NASA-JPL/Raytheon/J&amp;amp;F Machine &amp; Hope Chapel Academy,The Beach Bots,"Hermosa Beach, CA, USA",http://www.team330.org
331,Consolidated Edison &amp; Washington Irving HS,The Bulldogs,"New York, NY, USA",http://www.team331.com
333,Pershing Square Foundation &amp; John Dewey High School,MEGALODONS,"Brooklyn, NY, USA",http://www.team333.org
334,Con Edison/Brooklyn Tech.Alumni Foundation, Inc./Ike Heller &#39;43/Alan Silberstein &#39;65 &amp; Brooklyn Technical High School,TechKnights,"Brooklyn, NY, USA",http://www.frcteam334.com
335,Con Edison/VER Tech Elevator/MTA-NYC Transit Authority/Polytech/City Tech &amp; Science Skills Center HS,Skillz Tech Gear Botz,"Brooklyn, NY, USA",http://www.wix.com/skillztech/gearbotz335
337,American Electric Power/WV Department of Adult-Technical Programs/Logan County Commission/Ralph R Willis Career &amp; Technical Center/National Armiture &amp; Logan County Schools,Hard Working Hard Hats,"Logan, WV, USA",http://www.firstteam337.org
338,,,"West Jefferson, NC, USA",None
339,NDEP/BAE Systems/Stafford County Economic Development Authority/HDT Engineering Services &amp; Commonwealth Governor&#39;s School,Kilroy,"Stafford, Spotsylvania, USA",http://www.kilroy339.org/
340,Bausch &amp; Lomb Incorporated/GE Volunteers &amp; Churchville-Chili High School,G.R.R. (Greater Rochester Robotics),"Churchville, NY, USA",http://www.team340.org/
341,The Boeing Company/DOW Chemical/Lockheed Martin/Cobham Defense Electronics/BAE Systems/Comcast Cable/Johnson &amp; Johnson/Janssen BioTech/Sea Box Inc./The Inventor Shop &amp; Wissahickon High School,Miss Daisy,"Ambler, PA, USA",http://www.team341.com/
342,BOSCH / Robert Bosch, LLC / Dorchester County School District / SPAWAR / Dorchester County Council &amp; Fort Dorchester High School,Burning Magnetos,"North Charleston, SC, USA",http://www.firstroboticsteam342.org/
343,Itron, Inc. / Duke Energy / Schneider Electric Company &amp; Oconee County Schools,Metal-In-Motion,"Seneca, SC, USA",http://www.metalinmotion.com/
345,Ford &amp;  NORSTAR,NORSTAR,"Norfolk, VA, USA",None
346,Alstom Power/Northrop Grumman/DuPont &amp; Lloyd C. Bird High School and Virginia Governor&#39;s Academy for Engineering Studies at Lloyd C. Bird High School,RoboHawks,"Chesterfield, VA, USA",http://www.robohawks.com/
348,Joseph&#39;s Garage / NDEP / PTC / Mass Bay Engineering / Society of American Military Engineers (S.A.M.E.) / Bonded Transmission &amp; Norwell High School,Norwell Robotics,"Norwell, MA, USA",http://www.norwell-robotics.org
349,,,"Bloomfield Hills, MI, USA",None
350,Analog Devices/Ward Fabrication/Raytheon &amp; Timberlane Regional High School,Timberlane Robotics,"Plaistow, NH, USA",None
351,,,"Green Cove Springs, FL, USA",None
352,Lockheed Martin &amp; Carle Place High School,The Green Machine,"Carle Place, NY, USA",http://www.cps.k12.ny.us/
353,Trio Hardware/Bloomberg L.P./BAE SYSTEMS/Northrop Grummon/B &amp; Z Steel Equipment Co. Inc./Just Shelf It/Shoreline Beverage/Family Bagel/Niletti Creations/Annie Sez/Gershow Recycling/Long Island Pipe Supply/Dr. Raphael Strauss Allergy &amp; Asthma/Star Kitchen &amp; Plainview-Old Bethpage JFK High School,POBots,"Plainview, NY, USA",http://www.pobots.com
354,Bloomberg / The Port Authority of NY &amp; NJ &amp; George Westinghouse High School,G-House Pirates,"Brooklyn, NY, USA",https://sites.google.com/site/ghousepirates
356,Hendrix College/Arkansas Space Grant Consortium/IGUS/UALR &amp; Parkview &amp; Pulaski County Schools,Enigma,"Little Rock, AR, USA",http://theduchy.ualr.edu/first/AmandaIndex.html
357,The Boeing Company/Upper Darby Education and Arts Foundation/eStop Robotics &amp; Upper Darby High School,Royal Assault,"Drexel Hill, PA, USA",http://www.team357.org
358,BAE Systems / Rockwell Automation &amp; Hauppauge High School,Robotic Eagles,"Hauppauge, NY, USA",http://team358.org
359,McInerny Foundation / Hawaii P-20 College Access Grant / Castle &amp; Cooke, Inc. Dole Plantation / R.M. Towill Foundation / Russell Figueiroa / Hawaiian Electric Company / Waialua Federal Credit Union / Monsanto Hawaii / Oakley, Inc. / Turtle Bay Foundation / LockHeed Martin / AFCEA Hawaii / BAE Systems / Friends of Hawaii Robotics / HI Central North Complex / HawaiiUSA Federal Credit Union / Waialua High School Foundation / Waialua Hongwanji Mission / Arthur Kobayashi, OD / National Instruments / ,Hawaiian Kids,"Waialua, HI, USA",http://www.waialuarobotics.com
360,The Boeing Company / Parents of Bellarmine Robotics / Westland / Bertolinos &amp; Bellarmine Prep,The Revolution,"Tacoma, WA, USA",http://www.frc360.com
361,,,"Farmindale, NY, USA",None
362,Northrop Grumman/Raytheon &amp; The Archer School for Girls,The Muses,"Los Angeles, CA, USA",http://www.archermuses.com
364,NASA/SAIC/DuPont Delisle &amp; Gulfport High School Technology Center,Team Fusion,"Gulfport, MS, USA",http://www.firstfusion364.com
365,DuPont Engineering/DuPont CCRE/The Boeing Company/Booz Allen Hamilton/First State Robotics &amp; MOE Robotics Group,Miracle Workerz,"Wilmington, DE, USA",http://www.moe365.org
367,,,"Seaford, DE, USA",None
368,Hawaiian Electric Company / RHT Enterprises / Leidos / Eyvinne C. &quot;Pony&quot; Lee / McKinley Alumni Association / BAE Systems &amp; McKinley High School,Team Kika Mana,"Honolulu, HI, USA",http://www.mckinleyrobotics.org/
369,NATIONAL GRID / Bloomberg &amp; William E. Grady Tech. High School,High Voltage,"Brooklyn, NY, USA",http://www.team369.com
371,National Grid/Bezos Family Foundation/Port Authority of NY &amp; NJ &amp; Curtis High School,Cyber Warriors,"Staten Island, NY, USA",http://ccwrobotics.ning.com
372,The Boeing Company/ITT Technical Institute -1615 75th Street SW/Electroimpact &amp; Kamiak High School,RoboKnights,"Mukilteo, WA, USA",None
373,Locust Valley High School,Falcons,"Locust Valley, NY, USA",None
374,SPE/AeroTwin &amp; East Anchorage HS &amp; Chugiak High School,The IceBreakers,"Anchorage, AK, USA",None
375,Con Edison/New Jersey-New York Port Authority &amp; Staten Island Technical High School,Robotic Plague,"Staten Island, NY, USA",http://www.team375.com/
376,InVision Technologies/Pete Weber Performance Products/Stanford University &amp; Newark Memorial High School,,"Newark, CA, USA",None
378,Delphi Thermal/GM Components Holdings, LLC &amp; Newfane High School,The Circuit Stompers,"Newfane, NY, USA",http://www.circuitstompers.org/
379,BP/Millwood, Inc./Interstate Shredding &amp; Girard High School,RoboCats,"Girard, OH, USA",http://www.team379.com
380,Consolidated Edison/Pershing Square. &amp; Samuel Gompers High School,G-FORCE,"Bronx, NY, USA",http://gompershs.ourschools.org/
381,Bristol Myers Squibb &amp; Trenton Central High School,Tornadoes,"Trenton, NJ, USA",http://www.trenton.k12.nj.us/tchs/robotics/
382,American Electric Power/Batelle/Columbus State Community College &amp; Eastmoor Academy High School,Twisted Blizzard,"Columbus, OH, USA",http://www.team382.com
383,Dorvo Maquinas/Metalaser/Goethe Institut/Porto Brasil Viagens &amp; Provincia de Sao Pedro High School,Brazilian Machine,"Porto Alegre, RS, Brazil",http://www.team383.com.br
384,Flexicell/GE Volunteers/ShowBest Fixture Corp./AeroTek/Hermitage Automation/Henrico Co. Education Foundation/CAPER/PMMI &amp; Tucker High School,Sparky 384,"Richmond, VA, USA",http://www.sparky384.com
